method,event_index,meta_iteration,sample_count,pixel_mse,ssim,frozen_feature_cosine,independent_real_accuracy,independent_pseudo_accuracy,label_preservation_rate
Scratch,71,68160,200,0.021466458216309547,0.817607581615448,0.7808065414428711,0.9399999976158142,0.014999999664723873,0.015957446808510637
Scratch,72,69120,200,0.02045610547065735,0.8212597370147705,0.784704327583313,0.9599999785423279,0.014999999664723873,0.015625
Scratch,73,70080,200,0.02048158086836338,0.8246960043907166,0.783245861530304,0.9350000023841858,0.004999999888241291,0.0053475935828877
Scratch,74,71040,200,0.019918756559491158,0.8259327411651611,0.7849088907241821,0.9300000071525574,0.0,0.0
Scratch,75,72000,200,0.01957199163734913,0.8285244703292847,0.7916097640991211,0.9249999523162842,0.029999999329447746,0.02702702702702703
Scratch,76,72960,200,0.01977626234292984,0.8272270560264587,0.7871736884117126,0.9449999928474426,0.019999999552965164,0.021164021164021163
Scratch,77,73920,200,0.02053454890847206,0.823776364326477,0.7777745127677917,0.9649999737739563,0.009999999776482582,0.010362694300518135
Scratch,78,74880,200,0.019969722256064415,0.8254134058952332,0.7977946996688843,0.9549999833106995,0.02499999850988388,0.02617801047120419
Scratch,79,75840,200,0.02114783227443695,0.8185635209083557,0.7778462171554565,0.9350000023841858,0.004999999888241291,0.0053475935828877
Scratch,80,76800,200,0.020174778997898102,0.8256127238273621,0.7908427119255066,0.9649999737739563,0.009999999776482582,0.010362694300518135
Scratch,81,77760,200,0.02152002602815628,0.8185967206954956,0.781758189201355,0.9649999737739563,0.014999999664723873,0.015544041450777202
Scratch,82,78720,200,0.020130326971411705,0.8271327018737793,0.7961166501045227,0.9350000023841858,0.03999999910593033,0.0427807486631016
Scratch,83,79680,200,0.02080577053129673,0.8205596804618835,0.7810181975364685,0.949999988079071,0.004999999888241291,0.005263157894736842
Warm-start,1,960,200,0.04182039573788643,0.5806991457939148,0.6759118437767029,0.9449999928474426,0.0,0.0
Warm-start,2,1920,200,0.03999467194080353,0.6098623871803284,0.650947630405426,0.9300000071525574,0.0,0.0
Warm-start,3,2880,200,0.037051986902952194,0.6385473012924194,0.6631492972373962,0.9699999690055847,0.0,0.0
Warm-start,4,3840,200,0.03320764750242233,0.6756742596626282,0.6809791326522827,0.9350000023841858,0.0,0.0
Warm-start,5,4800,200,0.03313819691538811,0.6895436644554138,0.6696432828903198,0.9399999976158142,0.0,0.0
Warm-start,6,5760,200,0.03136570379137993,0.7060868144035339,0.6780540943145752,0.9699999690055847,0.0,0.0
Warm-start,7,6720,200,0.03154516592621803,0.7161944508552551,0.6867872476577759,0.9599999785423279,0.0,0.0
Warm-start,8,7680,200,0.03001829981803894,0.7244703769683838,0.6995410919189453,0.9799999594688416,0.0,0.0
Warm-start,9,8640,200,0.029127957299351692,0.7325102686882019,0.700875997543335,0.9099999666213989,0.0,0.0
Warm-start,10,9600,200,0.028087930753827095,0.7399305701255798,0.7032506465911865,0.949999988079071,0.0,0.0
Warm-start,11,10560,200,0.027983158826828003,0.7436550259590149,0.6942992210388184,0.949999988079071,0.004999999888241291,0.005263157894736842
Warm-start,12,11520,200,0.02819853648543358,0.7464054226875305,0.7008744478225708,0.9749999642372131,0.004999999888241291,0.005128205128205128
Warm-start,13,12480,200,0.027379801496863365,0.7521583437919617,0.7177223563194275,0.949999988079071,0.004999999888241291,0.005263157894736842
Warm-start,14,13440,200,0.0283650029450655,0.749631941318512,0.718532383441925,0.9300000071525574,0.004999999888241291,0.005376344086021506
Warm-start,15,14400,200,0.02677301876246929,0.7563018798828125,0.7167840600013733,0.9399999976158142,0.0,0.0
Warm-start,16,15360,200,0.02890901081264019,0.7510496377944946,0.7088890075683594,0.9699999690055847,0.0,0.0
Warm-start,17,16320,200,0.02900414727628231,0.7510964274406433,0.7047536373138428,0.949999988079071,0.009999999776482582,0.010526315789473684
Warm-start,18,17280,200,0.027451762929558754,0.757933497428894,0.7136785984039307,0.9749999642372131,0.004999999888241291,0.005128205128205128
Warm-start,19,18240,200,0.027247458696365356,0.7614755034446716,0.7192612886428833,0.9449999928474426,0.0,0.0
Warm-start,20,19200,200,0.027386298403143883,0.7561933994293213,0.7150217890739441,0.9199999570846558,0.0,0.0
Warm-start,21,20160,200,0.026715079322457314,0.7656183242797852,0.7271996140480042,0.9449999928474426,0.004999999888241291,0.005291005291005291
Warm-start,22,21120,200,0.02595505863428116,0.7703535556793213,0.7334466576576233,0.9449999928474426,0.0,0.0
Warm-start,23,22080,200,0.026632966473698616,0.7667118906974792,0.7237171530723572,0.9649999737739563,0.0,0.0
Warm-start,24,23040,200,0.026674125343561172,0.767412543296814,0.7326525449752808,0.9249999523162842,0.004999999888241291,0.005405405405405406
Warm-start,25,24000,200,0.02653219923377037,0.7719030380249023,0.7336278557777405,0.949999988079071,0.004999999888241291,0.005263157894736842
Warm-start,26,24960,200,0.026579774916172028,0.7679057121276855,0.7237603068351746,0.8849999904632568,0.004999999888241291,0.005649717514124294
Warm-start,27,25920,200,0.02728501707315445,0.7631748914718628,0.7190914750099182,0.9399999976158142,0.0,0.0
Warm-start,28,26880,200,0.026303108781576157,0.7732121348381042,0.7346096634864807,0.9449999928474426,0.009999999776482582,0.010582010582010581
Warm-start,29,27840,200,0.02470688708126545,0.776742160320282,0.737921416759491,0.9350000023841858,0.004999999888241291,0.0053475935828877
Warm-start,30,28800,200,0.024860717356204987,0.7800208926200867,0.7321677803993225,0.9599999785423279,0.004999999888241291,0.005208333333333333
Warm-start,31,29760,200,0.02628030627965927,0.7729552388191223,0.7341026067733765,0.9300000071525574,0.004999999888241291,0.005376344086021506
Warm-start,32,30720,200,0.024383148178458214,0.7808645367622375,0.7395369410514832,0.949999988079071,0.0,0.0
Warm-start,33,31680,200,0.026928653940558434,0.7685450315475464,0.7307047843933105,0.949999988079071,0.0,0.0
Warm-start,34,32640,200,0.024124788120388985,0.7837561368942261,0.7420060634613037,0.9449999928474426,0.009999999776482582,0.010582010582010581
Warm-start,35,33600,200,0.023576464504003525,0.7868617177009583,0.7491739988327026,0.9449999928474426,0.004999999888241291,0.005291005291005291
Warm-start,36,34560,200,0.025725509971380234,0.77585768699646,0.7250832915306091,0.9699999690055847,0.004999999888241291,0.005154639175257732
Warm-start,37,35520,200,0.022358397021889687,0.7960301637649536,0.7535282969474792,0.9649999737739563,0.009999999776482582,0.010362694300518135
Warm-start,38,36480,200,0.024617228657007217,0.7853236198425293,0.7373030185699463,0.9549999833106995,0.0,0.0
Warm-start,39,37440,200,0.025631582364439964,0.779202401638031,0.7341121435165405,0.9549999833106995,0.0,0.0
Warm-start,40,38400,200,0.024425236508250237,0.788533627986908,0.7502129673957825,0.9399999976158142,0.004999999888241291,0.005319148936170213
Warm-start,41,39360,200,0.025355497375130653,0.7798800468444824,0.742132306098938,0.9649999737739563,0.009999999776482582,0.010362694300518135
Warm-start,42,40320,200,0.024516407400369644,0.7842762470245361,0.7444935441017151,0.9649999737739563,0.004999999888241291,0.0051813471502590676
Warm-start,43,41280,200,0.023343496024608612,0.7895641326904297,0.7442584037780762,0.9149999618530273,0.0,0.0
Warm-start,44,42240,200,0.02351081557571888,0.7893511652946472,0.7548002600669861,0.9350000023841858,0.0,0.0
Warm-start,45,43200,200,0.025571389123797417,0.7819293141365051,0.73990797996521,0.9099999666213989,0.0,0.0
Warm-start,46,44160,200,0.02495531551539898,0.7867666482925415,0.746948778629303,0.9350000023841858,0.004999999888241291,0.0053475935828877
Warm-start,47,45120,200,0.024871936067938805,0.7871399521827698,0.7425445914268494,0.9699999690055847,0.004999999888241291,0.005154639175257732
Warm-start,48,46080,200,0.02474065311253071,0.7854192852973938,0.7507261633872986,0.9599999785423279,0.0,0.0
Warm-start,49,47040,200,0.023775644600391388,0.7937799096107483,0.7515841722488403,0.9300000071525574,0.004999999888241291,0.0
Warm-start,50,48000,200,0.023526925593614578,0.7922218441963196,0.750452995300293,0.949999988079071,0.004999999888241291,0.005263157894736842
Warm-start,51,48960,200,0.02363518252968788,0.7950524091720581,0.7570381760597229,0.9599999785423279,0.019999999552965164,0.020833333333333332
Warm-start,52,49920,200,0.02474590763449669,0.7844328284263611,0.7399815320968628,0.9549999833106995,0.009999999776482582,0.010471204188481676
Warm-start,53,50880,200,0.023735275492072105,0.7917788624763489,0.7552885413169861,0.9649999737739563,0.009999999776482582,0.010362694300518135
Warm-start,54,51840,200,0.024601129814982414,0.7865231037139893,0.746548056602478,0.949999988079071,0.0,0.0
Warm-start,55,52800,200,0.023758215829730034,0.7950965762138367,0.7566289901733398,0.9199999570846558,0.009999999776482582,0.010869565217391304
Warm-start,56,53760,200,0.0238143652677536,0.7926684617996216,0.7558122277259827,0.9300000071525574,0.004999999888241291,0.005376344086021506
Warm-start,57,54720,200,0.024838048964738846,0.7862585186958313,0.7482853531837463,0.9549999833106995,0.004999999888241291,0.005235602094240838
Warm-start,58,55680,200,0.023515304550528526,0.7996406555175781,0.7538784742355347,0.9599999785423279,0.019999999552965164,0.020833333333333332
Warm-start,59,56640,200,0.022808970883488655,0.7985852360725403,0.7479723691940308,0.9549999833106995,0.004999999888241291,0.005235602094240838
Warm-start,60,57600,200,0.023487243801355362,0.7974880337715149,0.7575679421424866,0.9799999594688416,0.0,0.0
Warm-start,61,58560,200,0.0232361052185297,0.7990654110908508,0.7596997022628784,0.949999988079071,0.009999999776482582,0.005263157894736842
Warm-start,62,59520,200,0.024060668423771858,0.7913935780525208,0.7502331137657166,0.9649999737739563,0.014999999664723873,0.015544041450777202
Warm-start,63,60480,200,0.022944573312997818,0.7936533093452454,0.7542274594306946,0.9300000071525574,0.004999999888241291,0.005376344086021506
Warm-start,64,61440,200,0.022679295390844345,0.7997173070907593,0.756276547908783,0.9300000071525574,0.0,0.0
Warm-start,65,62400,200,0.02393815852701664,0.7955222129821777,0.7592802047729492,0.9649999737739563,0.02499999850988388,0.025906735751295335
Warm-start,66,63360,200,0.023994917050004005,0.7942426204681396,0.7490319013595581,0.9399999976158142,0.0,0.0
Warm-start,67,64320,200,0.024405503645539284,0.7942153811454773,0.7680476307868958,0.9049999713897705,0.0,0.0
Warm-start,68,65280,200,0.023538801819086075,0.7966359257698059,0.7538778781890869,0.9300000071525574,0.009999999776482582,0.010752688172043012
Warm-start,69,66240,200,0.02391808293759823,0.7956838607788086,0.7571296691894531,0.9350000023841858,0.0,0.0
Warm-start,70,67200,200,0.023622814565896988,0.797350287437439,0.767715334892273,0.9549999833106995,0.004999999888241291,0.005235602094240838
Warm-start,71,68160,200,0.02354598045349121,0.7961812615394592,0.7567031979560852,0.9399999976158142,0.004999999888241291,0.005319148936170213
Warm-start,72,69120,200,0.02295752428472042,0.798774003982544,0.7637260556221008,0.9599999785423279,0.014999999664723873,0.015625
Warm-start,73,70080,200,0.02282111905515194,0.803085207939148,0.7625358700752258,0.9350000023841858,0.009999999776482582,0.0106951871657754
Warm-start,74,71040,200,0.02245476469397545,0.8009806871414185,0.7613125443458557,0.9300000071525574,0.0,0.0
Warm-start,75,72000,200,0.02156214602291584,0.8070191144943237,0.7749108672142029,0.9249999523162842,0.009999999776482582,0.010810810810810811
Warm-start,76,72960,200,0.021982507780194283,0.805579662322998,0.7644256353378296,0.9449999928474426,0.014999999664723873,0.015873015873015872
Warm-start,77,73920,200,0.023248374462127686,0.7979214191436768,0.7560253739356995,0.9649999737739563,0.009999999776482582,0.010362694300518135
Warm-start,78,74880,200,0.022325413301587105,0.8026463389396667,0.7736924290657043,0.9549999833106995,0.014999999664723873,0.015706806282722512
Warm-start,79,75840,200,0.023363765329122543,0.797727644443512,0.7602468729019165,0.9350000023841858,0.004999999888241291,0.0053475935828877
Warm-start,80,76800,200,0.021849030628800392,0.8085535168647766,0.7702949643135071,0.9649999737739563,0.004999999888241291,0.0051813471502590676
Warm-start,81,77760,200,0.02318314090371132,0.8021284937858582,0.7626417279243469,0.9649999737739563,0.009999999776482582,0.010362694300518135
Warm-start,82,78720,200,0.02195226214826107,0.8107033967971802,0.7767117023468018,0.9350000023841858,0.019999999552965164,0.0213903743315508
Warm-start,83,79680,200,0.023136066272854805,0.7995395660400391,0.7535725235939026,0.949999988079071,0.009999999776482582,0.010526315789473684
